identifier	altId	text	transType	isPunc	isPrimary
40001004006	وَلَدَ-2	وَلَدَ		False	True
40001004007	نَحْشُونَ-1	نَحْشُونَ		False	True
40001004009	وَنَحْشُونُ-1	وَنَحْشُونُ		False	True
40001004010	وَلَدَ-3	وَلَدَ		False	True
40001004011	سَلْمُونَ-1	سَلْمُونَ		False	True
40001005001	وَسَلْمُونُ-1	وَسَلْمُونُ		False	True
40001005002	وَلَدَ-1	وَلَدَ		False	True
40001005003	بُوعَزَ-1	بُوعَزَ		False	True
40001005004	مِنْ-1	مِنْ		False	True
40001005005	رَاحَابَ-1	رَاحَابَ		False	True
40001005007	وَبُوعَزُ-1	وَبُوعَزُ		False	True
40001005008	وَلَدَ-2	وَلَدَ		False	True
40001005009	عُوبِيدَ-1	عُوبِيدَ		False	True
40001005010	مِنْ-2	مِنْ		False	True
40001005011	رَاعُوثَ-1	رَاعُوثَ		False	True
40001005013	وَعُوبِيدُ-1	وَعُوبِيدُ		False	True
40001005014	وَلَدَ-3	وَلَدَ		False	True
40001005015	يَسَّى-1	يَسَّى		False	True
40001006001	وَيَسَّى-1	وَيَسَّى		False	True
40001006002	وَلَدَ-1	وَلَدَ		False	True
40001006003	دَاوُدَ-1	دَاوُدَ		False	True
40001006004	ٱلْمَلِكَ-1	ٱلْمَلِكَ		False	True
40001006006	وَدَاوُدُ-1	وَدَاوُدُ		False	True
40001006007	ٱلْمَلِكُ-1	ٱلْمَلِكُ		False	True
40001006008	وَلَدَ-2	وَلَدَ		False	True
40001006009	سُلَيْمَانَ-1	سُلَيْمَانَ		False	True
40001006010	مِنَ-1	مِنَ		False	True
40001006011	ٱلَّتِي-1	ٱلَّتِي		False	True
40001006012	لِأُورِيَّا-1	لِأُورِيَّا		False	True
40001007001	وَسُلَيْمَانُ-1	وَسُلَيْمَانُ		False	True
40001007002	وَلَدَ-1	وَلَدَ		False	True
40001007003	رَحَبْعَامَ-1	رَحَبْعَامَ		False	True
40001007005	وَرَحَبْعَامُ-1	وَرَحَبْعَامُ		False	True
40001007006	وَلَدَ-2	وَلَدَ		False	True
40001007007	أَبِيَّا-1	أَبِيَّا		False	True
40001007009	وَأَبِيَّا-1	وَأَبِيَّا		False	True
40001007010	وَلَدَ-3	وَلَدَ		False	True
40001007011	آسَا-1	آسَا		False	True
40001008001	وَآسَا-1	وَآسَا		False	True
40001008002	وَلَدَ-1	وَلَدَ		False	True
40001008003	يَهُوشَافَاطَ-1	يَهُوشَافَاطَ		False	True
40001008005	وَيَهُوشَافَاطُ-1	وَيَهُوشَافَاطُ		False	True
40001008006	وَلَدَ-2	وَلَدَ		False	True
40001008007	يُورَامَ-1	يُورَامَ		False	True
40001008009	وَيُورَامُ-1	وَيُورَامُ		False	True
40001008010	وَلَدَ-3	وَلَدَ		False	True
40001008011	عُزِّيَّا-1	عُزِّيَّا		False	True
40001009001	وَعُزِّيَّا-1	وَعُزِّيَّا		False	True
40001009002	وَلَدَ-1	وَلَدَ		False	True
40001009003	يُوثَامَ-1	يُوثَامَ		False	True
40001009005	وَيُوثَامُ-1	وَيُوثَامُ		False	True
40001009006	وَلَدَ-2	وَلَدَ		False	True
40001009007	أَحَازَ-1	أَحَازَ		False	True
40001009009	وَأَحَازُ-1	وَأَحَازُ		False	True
40001009010	وَلَدَ-3	وَلَدَ		False	True
40001009011	حِزْقِيَّا-1	حِزْقِيَّا		False	True
40001010001	وَحِزْقِيَّا-1	وَحِزْقِيَّا		False	True
40001010002	وَلَدَ-1	وَلَدَ		False	True
40001010003	مَنَسَّى-1	مَنَسَّى		False	True
40001010005	وَمَنَسَّى-1	وَمَنَسَّى		False	True
40001010006	وَلَدَ-2	وَلَدَ		False	True
40001010007	آمُونَ-1	آمُونَ		False	True
40001010009	وَآمُونُ-1	وَآمُونُ		False	True
40001010010	وَلَدَ-3	وَلَدَ		False	True
40001010011	يُوشِيَّا-1	يُوشِيَّا		False	True
40001011001	وَيُوشِيَّا-1	وَيُوشِيَّا		False	True
40001011002	وَلَدَ-1	وَلَدَ		False	True
40001011003	يَكُنْيَا-1	يَكُنْيَا		False	True
40001011004	وَإِخْوَتَهُ-1	وَإِخْوَتَهُ		False	True
40001011005	عِنْدَ-1	عِنْدَ		False	True
40001011006	سَبْيِ-1	سَبْيِ		False	True
40001011007	بَابِلَ-1	بَابِلَ		False	True
40001012001	وَبَعْدَ-1	وَبَعْدَ		False	True
40001012002	سَبْيِ-1	سَبْيِ		False	True
40001012003	بَابِلَ-1	بَابِلَ		False	True
40001012004	يَكُنْيَا-1	يَكُنْيَا		False	True
40001012005	وَلَدَ-1	وَلَدَ		False	True
40001012006	شَأَلْتِئِيلَ-1	شَأَلْتِئِيلَ		False	True
40001012008	وَشَأَلْتِئِيلُ-1	وَشَأَلْتِئِيلُ		False	True
40001012009	وَلَدَ-2	وَلَدَ		False	True
40001012010	زَرُبَّابِلَ-1	زَرُبَّابِلَ		False	True
40001013001	وَزَرُبَّابِلُ-1	وَزَرُبَّابِلُ		False	True
40001013002	وَلَدَ-1	وَلَدَ		False	True
40001013003	أَبِيهُودَ-1	أَبِيهُودَ		False	True
40001013005	وَأَبِيهُودُ-1	وَأَبِيهُودُ		False	True
40001013006	وَلَدَ-2	وَلَدَ		False	True
40001013007	أَلِيَاقِيمَ-1	أَلِيَاقِيمَ		False	True
40001013009	وَأَلِيَاقِيمُ-1	وَأَلِيَاقِيمُ		False	True
40001013010	وَلَدَ-3	وَلَدَ		False	True
40001013011	عَازُورَ-1	عَازُورَ		False	True
40001014001	وَعَازُورُ-1	وَعَازُورُ		False	True
40001014002	وَلَدَ-1	وَلَدَ		False	True
40001014003	صَادُوقَ-1	صَادُوقَ		False	True
40001014005	وَصَادُوقُ-1	وَصَادُوقُ		False	True
40001014006	وَلَدَ-2	وَلَدَ		False	True
40001014007	أَخِيمَ-1	أَخِيمَ		False	True
40001014009	وَأَخِيمُ-1	وَأَخِيمُ		False	True
40001014010	وَلَدَ-3	وَلَدَ		False	True
40001014011	أَلِيُودَ-1	أَلِيُودَ		False	True
40001015001	وَأَلِيُودُ-1	وَأَلِيُودُ		False	True
40001015002	وَلَدَ-1	وَلَدَ		False	True
40001015003	أَلِيعَازَرَ-1	أَلِيعَازَرَ		False	True
40001015005	وَأَلِيعَازَرُ-1	وَأَلِيعَازَرُ		False	True
40001015006	وَلَدَ-2	وَلَدَ		False	True
40001015007	مَتَّانَ-1	مَتَّانَ		False	True
40001015009	وَمَتَّانُ-1	وَمَتَّانُ		False	True
40001015010	وَلَدَ-3	وَلَدَ		False	True
40001015011	يَعْقُوبَ-1	يَعْقُوبَ		False	True
40001016001	وَيَعْقُوبُ-1	وَيَعْقُوبُ		False	True
40001016002	وَلَدَ-1	وَلَدَ		False	True
40001016003	يُوسُفَ-1	يُوسُفَ		False	True
40001016004	رَجُلَ-1	رَجُلَ		False	True
40001016005	مَرْيَمَ-1	مَرْيَمَ		False	True
40001016006	ٱلَّتِي-1	ٱلَّتِي		False	True
40001016007	وُلِدَ-1	وُلِدَ		False	True
40001016008	مِنْهَا-1	مِنْهَا		False	True
40001016009	يَسُوعُ-1	يَسُوعُ		False	True
40001016010	ٱلَّذِي-1	ٱلَّذِي		False	True
40001016011	يُدْعَى-1	يُدْعَى		False	True
40001016012	ٱلْمَسِيحَ-1	ٱلْمَسِيحَ		False	True
40001017001	فَجَمِيعُ-1	فَجَمِيعُ		False	True
40001017002	ٱلْأَجْيَالِ-1	ٱلْأَجْيَالِ		False	True
40001017003	مِنْ-1	مِنْ		False	True
40001017004	إِبْراهِيمَ-1	إِبْراهِيمَ		False	True
40001017005	إِلَى-1	إِلَى		False	True
40001017006	دَاوُدَ-1	دَاوُدَ		False	True
40001017007	أَرْبَعَةَ-1	أَرْبَعَةَ		False	True
40001017008	عَشَرَ-1	عَشَرَ		False	True
40001017009	جِيلًا-1	جِيلًا		False	True
40001017011	وَمِنْ-1	وَمِنْ		False	True
40001017012	دَاوُدَ-2	دَاوُدَ		False	True
40001017013	إِلَى-2	إِلَى		False	True
40001017014	سَبْيِ-1	سَبْيِ		False	True
40001017015	بَابِلَ-1	بَابِلَ		False	True
40001017016	أَرْبَعَةَ-2	أَرْبَعَةَ		False	True
40001017017	عَشَرَ-2	عَشَرَ		False	True
40001017018	جِيلًا-2	جِيلًا		False	True
40001017020	وَمِنْ-2	وَمِنْ		False	True
40001017021	سَبْيِ-2	سَبْيِ		False	True
40001017022	بَابِلَ-2	بَابِلَ		False	True
40001017023	إِلَى-3	إِلَى		False	True
40001017024	ٱلْمَسِيحِ-1	ٱلْمَسِيحِ		False	True
40001017025	أَرْبَعَةَ-3	أَرْبَعَةَ		False	True
40001017026	عَشَرَ-3	عَشَرَ		False	True
40001017027	جِيلًا-3	جِيلًا		False	True
40001018001	أَمَّا-1	أَمَّا		False	True
40001018002	وِلَادَةُ-1	وِلَادَةُ		False	True
40001018003	يَسُوعَ-1	يَسُوعَ		False	True
40001018004	ٱلْمَسِيحِ-1	ٱلْمَسِيحِ		False	True
40001018005	فَكَانَتْ-1	فَكَانَتْ		False	True
40001018006	هَكَذَا-1	هَكَذَا		False	True
40001018008	لَمَّا-1	لَمَّا		False	True
40001018009	كَانَتْ-1	كَانَتْ		False	True
40001018010	مَرْيَمُ-1	مَرْيَمُ		False	True
40001018011	أُمُّهُ-1	أُمُّهُ		False	True
40001018012	مَخْطُوبَةً-1	مَخْطُوبَةً		False	True
40001018013	لِيُوسُفَ-1	لِيُوسُفَ		False	True
40001018015	قَبْلَ-1	قَبْلَ		False	True
40001018016	أَنْ-1	أَنْ		False	True
40001018017	يَجْتَمِعَا-1	يَجْتَمِعَا		False	True
40001018019	وُجِدَتْ-1	وُجِدَتْ		False	True
40001018020	حُبْلَى-1	حُبْلَى		False	True
40001018021	مِنَ-1	مِنَ		False	True
40001018022	ٱلرُّوحِ-1	ٱلرُّوحِ		False	True
40001018023	ٱلْقُدُسِ-1	ٱلْقُدُسِ		False	True
40001019001	فَيُوسُفُ-1	فَيُوسُفُ		False	True
40001019002	رَجُلُهَا-1	رَجُلُهَا		False	True
40001019003	إِذْ-1	إِذْ		False	True
40001019004	كَانَ-1	كَانَ		False	True
40001019005	بَارًّا-1	بَارًّا		False	True
40001019007	وَلَمْ-1	وَلَمْ		False	True
40001019008	يَشَأْ-1	يَشَأْ		False	True
40001019009	أَنْ-1	أَنْ		False	True
40001019010	يُشْهِرَهَا-1	يُشْهِرَهَا		False	True
40001019012	أَرَادَ-1	أَرَادَ		False	True
40001019013	تَخْلِيَتَهَا-1	تَخْلِيَتَهَا		False	True
40001019014	سِرًّا-1	سِرًّا		False	True
40001020001	وَلَكِنْ-1	وَلَكِنْ		False	True
40001020002	فِيمَا-1	فِيمَا		False	True
40001020003	هُوَ-1	هُوَ		False	True
40001020004	مُتَفَكِّرٌ-1	مُتَفَكِّرٌ		False	True
40001020005	فِي-1	فِي		False	True
40001020006	هَذِهِ-1	هَذِهِ		False	True
40001020007	ٱلْأُمُورِ-1	ٱلْأُمُورِ		False	True
40001020009	إِذَا-1	إِذَا		False	True
40001020010	مَلَاكُ-1	مَلَاكُ		False	True
40001020011	ٱلرَّبِّ-1	ٱلرَّبِّ		False	True
40001020012	قَدْ-1	قَدْ		False	True
40001020013	ظَهَرَ-1	ظَهَرَ		False	True
40001020014	لَهُ-1	لَهُ		False	True
40001020015	فِي-2	فِي		False	True
40001020016	حُلْمٍ-1	حُلْمٍ		False	True
40001020017	قَائِلًا-1	قَائِلًا		False	True
40001020020	يَا-1	يَا		False	True
40001020021	يُوسُفُ-1	يُوسُفُ		False	True
40001020022	ٱبْنَ-1	ٱبْنَ		False	True
40001020023	دَاوُدَ-1	دَاوُدَ		False	True
40001020025	لَا-1	لَا		False	True
40001020026	تَخَفْ-1	تَخَفْ		False	True
40001020027	أَنْ-1	أَنْ		False	True
40001020028	تَأْخُذَ-1	تَأْخُذَ		False	True
40001020029	مَرْيَمَ-1	مَرْيَمَ		False	True
40001020030	ٱمْرَأَتَكَ-1	ٱمْرَأَتَكَ		False	True
40001020032	لِأَنَّ-1	لِأَنَّ		False	True
40001020033	ٱلَّذِي-1	ٱلَّذِي		False	True
40001020034	حُبِلَ-1	حُبِلَ		False	True
40001020035	بِهِ-1	بِهِ		False	True
40001020036	فِيهَا-1	فِيهَا		False	True
40001020037	هُوَ-2	هُوَ		False	True
40001020038	مِنَ-1	مِنَ		False	True
40001020039	ٱلرُّوحِ-1	ٱلرُّوحِ		False	True
40001020040	ٱلْقُدُسِ-1	ٱلْقُدُسِ		False	True
40001021001	فَسَتَلِدُ-1	فَسَتَلِدُ		False	True
40001021002	ٱبْنًا-1	ٱبْنًا		False	True
40001021003	وَتَدْعُو-1	وَتَدْعُو		False	True
40001021004	ٱسْمَهُ-1	ٱسْمَهُ		False	True
40001021005	يَسُوعَ-1	يَسُوعَ		False	True
40001021007	لِأَنَّهُ-1	لِأَنَّهُ		False	True
40001021008	يُخَلِّصُ-1	يُخَلِّصُ		False	True
40001021009	شَعْبَهُ-1	شَعْبَهُ		False	True
40001021010	مِنْ-1	مِنْ		False	True
40001021011	خَطَايَاهُمْ-1	خَطَايَاهُمْ		False	True
40001022001	وَهَذَا-1	وَهَذَا		False	True
40001022002	كُلُّهُ-1	كُلُّهُ		False	True
40001022003	كَانَ-1	كَانَ		False	True
40001022004	لِكَيْ-1	لِكَيْ		False	True
40001022005	يَتِمَّ-1	يَتِمَّ		False	True
40001022006	مَا-1	مَا		False	True
40001022007	قِيلَ-1	قِيلَ		False	True
40001022008	مِنَ-1	مِنَ		False	True
40001022009	ٱلرَّبِّ-1	ٱلرَّبِّ		False	True
40001022010	بِٱلنَّبِيِّ-1	بِٱلنَّبِيِّ		False	True
40001022011	ٱلْقَائِلِ-1	ٱلْقَائِلِ		False	True
40001023002	هُوَذَا-1	هُوَذَا		False	True
40001023003	ٱلْعَذْرَاءُ-1	ٱلْعَذْرَاءُ		False	True
40001023004	تَحْبَلُ-1	تَحْبَلُ		False	True
40001023005	وَتَلِدُ-1	وَتَلِدُ		False	True
40001023006	ٱبْنًا-1	ٱبْنًا		False	True
40001023008	وَيَدْعُونَ-1	وَيَدْعُونَ		False	True
40001023009	ٱسْمَهُ-1	ٱسْمَهُ		False	True
40001023010	عِمَّانُوئِيلَ-1	عِمَّانُوئِيلَ		False	True
40001023012	ٱلَّذِي-1	ٱلَّذِي		False	True
40001023013	تَفْسِيرُهُ-1	تَفْسِيرُهُ		False	True
40001023015	ٱللهُ-1	ٱللهُ		False	True
40001023016	مَعَنَا-1	مَعَنَا		False	True
40001024001	فَلَمَّا-1	فَلَمَّا		False	True
40001024002	ٱسْتَيْقَظَ-1	ٱسْتَيْقَظَ		False	True
40001024003	يُوسُفُ-1	يُوسُفُ		False	True
40001024004	مِنَ-1	مِنَ		False	True
40001024005	ٱلنَّوْمِ-1	ٱلنَّوْمِ		False	True
40001024006	فَعَلَ-1	فَعَلَ		False	True
40001024007	كَمَا-1	كَمَا		False	True
40001024008	أَمَرَهُ-1	أَمَرَهُ		False	True
40001024009	مَلَاكُ-1	مَلَاكُ		False	True
40001024010	ٱلرَّبِّ-1	ٱلرَّبِّ		False	True
40001024012	وَأَخَذَ-1	وَأَخَذَ		False	True
40001024013	ٱمْرَأَتَهُ-1	ٱمْرَأَتَهُ		False	True
40001025001	وَلَمْ-1	وَلَمْ		False	True
40001025002	يَعْرِفْهَا-1	يَعْرِفْهَا		False	True
40001025003	حَتَّى-1	حَتَّى		False	True
40001025004	وَلَدَتِ-1	وَلَدَتِ		False	True
40001025005	ٱبْنَهَا-1	ٱبْنَهَا		False	True
40001025006	ٱلْبِكْرَ-1	ٱلْبِكْرَ		False	True
40001025008	وَدَعَا-1	وَدَعَا		False	True
40001025009	ٱسْمَهُ-1	ٱسْمَهُ		False	True
40001025010	يَسُوعَ-1	يَسُوعَ		False	True
40002001001	وَلَمَّا-1	وَلَمَّا		False	True
40002001002	وُلِدَ-1	وُلِدَ		False	True
40002001003	يَسُوعُ-1	يَسُوعُ		False	True
40002001004	فِي-1	فِي		False	True
40002001005	بَيْتِ-1	بَيْتِ		False	True
40002001006	لَحْمِ-1	لَحْمِ		False	True
40002001007	ٱلْيَهُودِيَّةِ-1	ٱلْيَهُودِيَّةِ		False	True
40002001009	فِي-2	فِي		False	True
40002001010	أَيَّامِ-1	أَيَّامِ		False	True
40002001011	هِيرُودُسَ-1	هِيرُودُسَ		False	True
40002001012	ٱلْمَلِكِ-1	ٱلْمَلِكِ		False	True
40002001014	إِذَا-1	إِذَا		False	True
40002001015	مَجُوسٌ-1	مَجُوسٌ		False	True
40002001016	مِنَ-1	مِنَ		False	True
40002001017	ٱلْمَشْرِقِ-1	ٱلْمَشْرِقِ		False	True
40002001018	قَدْ-1	قَدْ		False	True
40002001019	جَاءُوا-1	جَاءُوا		False	True
40002001020	إِلَى-1	إِلَى		False	True
40002001021	أُورُشَلِيمَ-1	أُورُشَلِيمَ		False	True
40002002001	قَائِلِينَ-1	قَائِلِينَ		False	True
40002002004	أَيْنَ-1	أَيْنَ		False	True
40002002005	هُوَ-1	هُوَ		False	True
40002002006	ٱلْمَوْلُودُ-1	ٱلْمَوْلُودُ		False	True
40002002007	مَلِكُ-1	مَلِكُ		False	True
40002002008	ٱلْيَهُودِ-1	ٱلْيَهُودِ		False	True
40002002010	فَإِنَّنَا-1	فَإِنَّنَا		False	True
40002002011	رَأَيْنَا-1	رَأَيْنَا		False	True
40002002012	نَجْمَهُ-1	نَجْمَهُ		False	True
40002002013	فِي-1	فِي		False	True
40002002014	ٱلْمَشْرِقِ-1	ٱلْمَشْرِقِ		False	True
40002002015	وَأَتَيْنَا-1	وَأَتَيْنَا		False	True
40002002016	لِنَسْجُدَ-1	لِنَسْجُدَ		False	True
40002002017	لَهُ-1	لَهُ		False	True
40002003001	فَلَمَّا-1	فَلَمَّا		False	True
40002003002	سَمِعَ-1	سَمِعَ		False	True
40002003003	هِيرُودُسُ-1	هِيرُودُسُ		False	True
40002003004	ٱلْمَلِكُ-1	ٱلْمَلِكُ		False	True
40002003005	ٱضْطَرَبَ-1	ٱضْطَرَبَ		False	True
40002003006	وَجَمِيعُ-1	وَجَمِيعُ		False	True
40002003007	أُورُشَلِيمَ-1	أُورُشَلِيمَ		False	True
40002003008	مَعَهُ-1	مَعَهُ		False	True
40002004001	فَجَمَعَ-1	فَجَمَعَ		False	True
40002004002	كُلَّ-1	كُلَّ		False	True
40002004003	رُؤَسَاءِ-1	رُؤَسَاءِ		False	True
40002004004	ٱلْكَهَنَةِ-1	ٱلْكَهَنَةِ		False	True
40002004005	وَكَتَبَةِ-1	وَكَتَبَةِ		False	True
40002004006	ٱلشَّعْبِ-1	ٱلشَّعْبِ		False	True
40002004008	وَسَأَلَهُمْ-1	وَسَأَلَهُمْ		False	True
40002004011	أَيْنَ-1	أَيْنَ		False	True
40002004012	يُولَدُ-1	يُولَدُ		False	True
40002004013	ٱلْمَسِيحُ-1	ٱلْمَسِيحُ		False	True
40002005001	فَقَالُوا-1	فَقَالُوا		False	True
40002005002	لَهُ-1	لَهُ		False	True
40002005005	فِي-1	فِي		False	True
40002005006	بَيْتِ-1	بَيْتِ		False	True
40002005007	لَحْمِ-1	لَحْمِ		False	True
40002005008	ٱلْيَهُودِيَّةِ-1	ٱلْيَهُودِيَّةِ		False	True
40002005010	لِأَنَّهُ-1	لِأَنَّهُ		False	True
40002005011	هَكَذَا-1	هَكَذَا		False	True
40002005012	مَكْتُوبٌ-1	مَكْتُوبٌ		False	True
40002005013	بِٱلنَّبِيِّ-1	بِٱلنَّبِيِّ		False	True
40002006001	وَأَنْتِ-1	وَأَنْتِ		False	True
40002006002	يا-1	يا		False	True
40002006003	بَيْتَ-1	بَيْتَ		False	True
40002006004	لَحْمٍ-1	لَحْمٍ		False	True
40002006006	أَرْضَ-1	أَرْضَ		False	True
40002006007	يَهُوذَا-1	يَهُوذَا		False	True
40002006009	لَسْتِ-1	لَسْتِ		False	True
40002006010	ٱلصُّغْرَى-1	ٱلصُّغْرَى		False	True
40002006011	بَيْنَ-1	بَيْنَ		False	True
40002006012	رُؤَسَاءِ-1	رُؤَسَاءِ		False	True
40002006013	يَهُوذَا-2	يَهُوذَا		False	True
40002006015	لِأَنْ-1	لِأَنْ		False	True
40002006016	مِنْكِ-1	مِنْكِ		False	True
40002006017	يَخْرُجُ-1	يَخْرُجُ		False	True
40002006018	مُدَبِّرٌ-1	مُدَبِّرٌ		False	True
40002006019	يَرْعَى-1	يَرْعَى		False	True
40002006020	شَعْبِي-1	شَعْبِي		False	True
40002006021	إِسْرَائِيلَ-1	إِسْرَائِيلَ		False	True
40002007001	حِينَئِذٍ-1	حِينَئِذٍ		False	True
40002007002	دَعَا-1	دَعَا		False	True
40002007003	هِيرُودُسُ-1	هِيرُودُسُ		False	True
40002007004	ٱلْمَجُوسَ-1	ٱلْمَجُوسَ		False	True
40002007005	سِرًّا-1	سِرًّا		False	True
40002007007	وَتَحَقَّقَ-1	وَتَحَقَّقَ		False	True
40002007008	مِنْهُمْ-1	مِنْهُمْ		False	True
40002007009	زَمَانَ-1	زَمَانَ		False	True
40002007010	ٱلنَّجْمِ-1	ٱلنَّجْمِ		False	True
40002007011	ٱلَّذِي-1	ٱلَّذِي		False	True
40002007012	ظَهَرَ-1	ظَهَرَ		False	True
40002008001	ثُمَّ-1	ثُمَّ		False	True
40002008002	أَرْسَلَهُمْ-1	أَرْسَلَهُمْ		False	True
40002008003	إِلَى-1	إِلَى		False	True
40002008004	بَيْتِ-1	بَيْتِ		False	True
40002008005	لَحْمٍ-1	لَحْمٍ		False	True
40002008007	وَقَالَ-1	وَقَالَ		False	True
40002008010	ٱذْهَبُوا-1	ٱذْهَبُوا		False	True
40002008011	وَٱفْحَصُوا-1	وَٱفْحَصُوا		False	True
40002008012	بِٱلتَّدْقِيقِ-1	بِٱلتَّدْقِيقِ		False	True
40002008013	عَنِ-1	عَنِ		False	True
40002008014	ٱلصَّبِيِّ-1	ٱلصَّبِيِّ		False	True
40002008016	وَمَتَى-1	وَمَتَى		False	True
40002008017	وَجَدْتُمُوهُ-1	وَجَدْتُمُوهُ		False	True
40002008018	فَأَخْبِرُونِي-1	فَأَخْبِرُونِي		False	True
40002008020	لِكَيْ-1	لِكَيْ		False	True
40002008021	آتِيَ-1	آتِيَ		False	True
40002008022	أَنَا-1	أَنَا		False	True
40002008023	أَيْضًا-1	أَيْضًا		False	True
40002008024	وَأَسْجُدَ-1	وَأَسْجُدَ		False	True
40002008025	لَهُ-1	لَهُ		False	True
40002009001	فَلَمَّا-1	فَلَمَّا		False	True
40002009002	سَمِعُوا-1	سَمِعُوا		False	True
40002009003	مِنَ-1	مِنَ		False	True
40002009004	ٱلْمَلِكِ-1	ٱلْمَلِكِ		False	True
40002009005	ذَهَبُوا-1	ذَهَبُوا		False	True
40002009007	وَإِذَا-1	وَإِذَا		False	True
40002009008	ٱلنَّجْمُ-1	ٱلنَّجْمُ		False	True
40002009009	ٱلَّذِي-1	ٱلَّذِي		False	True
40002009010	رَأَوْهُ-1	رَأَوْهُ		False	True
40002009011	فِي-1	فِي		False	True
40002009012	ٱلْمَشْرِقِ-1	ٱلْمَشْرِقِ		False	True
40002009013	يَتَقَدَّمُهُمْ-1	يَتَقَدَّمُهُمْ		False	True
40002009014	حَتَّى-1	حَتَّى		False	True
40002009015	جَاءَ-1	جَاءَ		False	True
40002009016	وَوَقَفَ-1	وَوَقَفَ		False	True
40002009017	فَوْقُ-1	فَوْقُ		False	True
40002009019	حَيْثُ-1	حَيْثُ		False	True
40002009020	كَانَ-1	كَانَ		False	True
40002009021	ٱلصَّبِيُّ-1	ٱلصَّبِيُّ		False	True
40002010001	فَلَمَّا-1	فَلَمَّا		False	True
40002010002	رَأَوْا-1	رَأَوْا		False	True
40002010003	ٱلنَّجْمَ-1	ٱلنَّجْمَ		False	True
40002010004	فَرِحُوا-1	فَرِحُوا		False	True
40002010005	فَرَحًا-1	فَرَحًا		False	True
40002010006	عَظِيمًا-1	عَظِيمًا		False	True
40002010007	جِدًّا-1	جِدًّا		False	True
40002011001	وَأَتَوْا-1	وَأَتَوْا		False	True
40002011002	إِلَى-1	إِلَى		False	True
40002011003	ٱلْبَيْتِ-1	ٱلْبَيْتِ		False	True
40002011005	وَرَأَوْا-1	وَرَأَوْا		False	True
40002011006	ٱلصَّبِيَّ-1	ٱلصَّبِيَّ		False	True
40002011007	مَعَ-1	مَعَ		False	True
40002011008	مَرْيَمَ-1	مَرْيَمَ		False	True
40002011009	أُمِّهِ-1	أُمِّهِ		False	True
40002011011	فَخَرُّوا-1	فَخَرُّوا		False	True
40002011012	وَسَجَدُوا-1	وَسَجَدُوا		False	True
40002011013	لَهُ-1	لَهُ		False	True
40002011015	ثُمَّ-1	ثُمَّ		False	True
40002011016	فَتَحُوا-1	فَتَحُوا		False	True
40002011017	كُنُوزَهُمْ-1	كُنُوزَهُمْ		False	True
40002011018	وَقَدَّمُوا-1	وَقَدَّمُوا		False	True
40002011019	لَهُ-2	لَهُ		False	True
40002011020	هَدَايَا-1	هَدَايَا		False	True
40002011022	ذَهَبًا-1	ذَهَبًا		False	True
40002011023	وَلُبَانًا-1	وَلُبَانًا		False	True
40002011024	وَمُرًّا-1	وَمُرًّا		False	True
40002012001	ثُمَّ-1	ثُمَّ		False	True
40002012002	إِذْ-1	إِذْ		False	True
40002012003	أُوحِيَ-1	أُوحِيَ		False	True
40002012004	إِلَيْهِمْ-1	إِلَيْهِمْ		False	True
40002012005	فِي-1	فِي		False	True
40002012006	حُلْمٍ-1	حُلْمٍ		False	True
